influencer_id,influencer_name,year,genre,followers_num,genre_rank,kl_year,kl_genre,width,affinity,strength,static_influence
139026,Led Zeppelin,1960,Pop/Rock,221,5.0,0.1328020322557245,0.9846486672631768,0.3547835639764761,0.509805866455858,98.8249923721424,7.993741649094849
175553,John Coltrane,1940,Jazz,118,2.0,0.3208174588956121,0.007088213601793034,0.4841722071512151,0.5088578316882542,59.07266182657043,10.29124368611603
180228,Elvis Presley,1950,Pop/Rock,166,11.0,0.06740885332957161,0.11761409011306755,0.507570724847852,0.5068475018328573,79.59724189361833,6.174126912492893
410219,Merle Haggard,1960,Country,100,3.0,0.05568990625583524,0.10758769083251636,0.5107375017348602,0.5164739006138926,66.4768837356333,10.12409362996799
100160,The Kinks,1960,Pop/Rock,192,7.0,0.03497330356322369,1.0,0.3620635519354583,0.5092420797722117,92.1130721271728,6.419206367341513
41874,The Beach Boys,1960,Pop/Rock,186,8.0,0.02146033616348715,1.0,0.3634091788223902,0.5076717260646335,90.66238190359707,5.913723301321732
414251,Otis Redding,1960,R&B,99,7.0,0.3003496411339165,5.1017805258228584e-05,0.48842102633084705,0.50779208813871,66.14366417495252,6.200397203403398
617196,Brian Eno,1970,Pop/Rock,135,19.0,0.061950238648801365,0.07063325150718278,0.5152736405160252,0.5093288319877166,75.1838961443917,4.526726073472213
211758,Charlie Parker,1930,Jazz,95,3.0,0.04215180857286718,0.26576862566769155,0.4883460969411869,0.5099380295953686,48.83763174839758,7.021648594787973
120521,Chuck Berry,1950,Pop/Rock,159,12.0,0.2203232225098337,0.4327163207724138,0.4375128200976567,0.5106630135538175,77.90091118040186,5.024317798249092
577531,Woody Guthrie,1930,Folk,80,1.0,0.6411498546743122,0.0259757028160498,0.4273946822720861,0.5139268934874783,44.816484512235505,9.843923853492337
467203,Michael Jackson,1960,R&B,101,6.0,0.23218927078670004,4.901720507824881e-05,0.4993408740818394,0.5097624645104253,66.80844132228289,6.942576681501848
840402,The Velvet Underground,1960,Pop/Rock,181,9.0,0.16112320587272702,1.0,0.3491143015717322,0.5122760239534343,89.43550016002392,5.331634329198294
785380,"Lee ""Scratch"" Perry",1960,Reggae,48,1.0,0.14956449119235365,0.003484334658046761,0.5117420209516864,0.5101753752569579,46.0565360635864,12.02435650084224
46861,Ray Charles,1940,R&B,113,5.0,0.4892022202643494,0.017573630212364688,0.45473862412130794,0.507750091993834,57.80757599506885,5.969137881609122
346336,Pink Floyd,1960,Pop/Rock,142,17.0,0.03271979142897373,0.5171360802738776,0.44809578147016377,0.5098200500002844,79.21634945581175,4.389126831407818
631774,The Byrds,1960,Pop/Rock,158,13.0,0.09197570681726616,1.0,0.3562978509757667,0.5102926018400498,83.56014715459418,4.213664903668015
927555,Aretha Franklin,1950,R&B,95,8.0,0.25133403583235964,0.0013869634413626664,0.4961216720778492,0.5132303945359435,60.21515075337422,5.420774626440023
184502,Ella Fitzgerald,1930,Vocal,75,2.0,0.4646954153892828,0.0043746373161305885,0.4605498456943979,0.5131184703680292,43.3933745378627,7.251080324758937
276085,Howlin' Wolf,1930,Blues,99,2.0,0.8870001357366215,0.051598772318745295,0.3807375225789721,0.5126628134308125,49.85519169548808,6.8810210887312815
771438,Black Sabbath,1960,Pop/Rock,171,10.0,0.38361757263470986,1.0,0.3246976708510733,0.5142844754326604,86.92980548553844,4.590408084335115
361393,Prince,1970,R&B,90,9.0,0.2596320294699797,0.00396630736285266,0.4944539656519855,0.5078578262532132,61.38739414272107,5.1383769091095965
750519,Terry Riley,1960,Avant-Garde,34,1.0,0.10484154834430752,0.0,0.5190176314798869,0.5157238233575753,38.76235111817017,10.375509116053962
577627,The Who,1960,Pop/Rock,149,15.0,0.06665998241270897,1.0,0.3588762055409313,0.5114786363932329,81.1453778479671,3.8458321031672327
270491,Joni Mitchell,1960,Pop/Rock,116,21.5,0.1253426755975413,0.11216665972489924,0.4999579404960298,0.509247117104779,71.59779495622091,3.931356851647613
944310,George Jones,1950,Country,77,4.0,0.2928435297299117,0.2330659482200877,0.4573590644000731,0.5170065551857029,54.211239588092795,6.409330734590516
821571,Smokey Robinson,1950,R&B,84,10.0,0.09836479199870583,0.0002835270844332386,0.5199516568496679,0.5115654009293449,56.621793083687535,4.762639928740224
792507,Frank Sinatra,1930,Vocal,71,3.0,0.4602366048579801,0.008099367181828855,0.46084373758096797,0.5096588933939351,42.220363446818624,5.725252398006704
418740,Sex Pistols,1970,Pop/Rock,153,14.0,0.618715652721187,1.0,0.2970914172476311,0.5139783400811178,80.03936950887002,3.266439089105509
75747,The Clash,1970,Pop/Rock,136,18.0,0.08364333028087295,0.9771900873584808,0.3612226842222033,0.509597265419479,75.46184125549038,3.2741098735663794
81083,Bill Monroe,1940,Country,59,6.0,0.036216310465525016,0.06773104670558583,0.5194085945909608,0.522826566332284,41.77067976030766,4.630871141299274
781837,Ant̫nio Carlos Jobim,1950,Latin,34,1.0,0.1865672447455731,0.06651859969245591,0.4973077979596813,0.5140839589530941,36.02329493807172,9.209642153743765
607448,Al Green,1960,R&B,78,11.0,0.1749348986246826,0.008286566862435105,0.5071776848558949,0.5127160362905739,58.71079402917922,4.603187333124745
815039,John Lee Hooker,1940,Blues,62,3.0,0.3491862149518071,0.034459273455748146,0.4759593373454304,0.5129523044714346,42.819479297961955,6.035699243129847
379125,Neil Young,1960,Pop/Rock,148,16.0,0.3940475500684977,0.8567300734874288,0.3466434329795355,0.5067819547595928,80.87261950362026,3.5517765736297284
