id,name,year,genre
13511,Sister Rosetta Tharpe,1930.0,Religious
266160,Pete Seeger,1930.0,Folk
259529,Lester Young,1930.0,Jazz
260007,Dinah Shore,1930.0,Vocal
591620,Antonio MachÃ­n,1930.0,Latin
272567,Louis Prima,1930.0,Jazz
261332,Jonah Jones,1930.0,Jazz
804476,Charles Aznavour,1930.0,Vocal
797881,Ella Mae Morse,1940.0,Vocal
290464,Roy Haynes,1940.0,Jazz
389979,Ralph Stanley,1940.0,Country
211424,Dick Hyman,1940.0,Jazz
169202,Doc Watson,1940.0,Folk
748773,Amos Milburn,1940.0,Blues
64199,Jimmy Martin,1940.0,Country
747506,Patti Page,1940.0,Vocal
170690,Erskine Hawkins,1940.0,Jazz
290040,Roy Hamilton,1940.0,R&B
396372,Max Roach,1940.0,Jazz
960674,Wynonie Harris,1940.0,R&B
206967,Erroll Garner,1940.0,Jazz
16448,AmÃ¡lia Rodrigues,1940.0,International
216348,Javier SolÃ­s,1940.0,Latin
845443,Philly Joe Jones,1940.0,Jazz
208404,Dexter Gordon,1940.0,Jazz
804706,Gabby Pahinui,1940.0,International
959770,Willie Dixon,1940.0,Blues
213510,Johnny Griffin,1940.0,Jazz
227527,Flatt & Scruggs,1940.0,Country
77662,King Pleasure,1940.0,Vocal
76881,Jimmy Reed,1940.0,Blues
162930,Eartha Kitt,1940.0,Vocal
163198,Carl Smith,1940.0,Country
828768,Lord Kitchener,1940.0,International
781423,Bill Evans Trio,1940.0,Jazz
754219,Anthony Newley,1940.0,Vocal
75171,The Clovers,1940.0,R&B
290775,Sam Rivers,1940.0,Jazz
137137,"Eddie ""Cleanhead"" Vinson",1940.0,Jazz
166025,"Eddie ""Lockjaw"" Davis",1940.0,Jazz
380704,Red Foley,1940.0,Country
792175,Fats Navarro,1940.0,Jazz
71336,The Four Freshmen,1940.0,Vocal
228714,Mario Lanza,1940.0,Vocal
212129,Charlie Palmieri,1940.0,Latin
69348,Paul Desmond,1940.0,Jazz
266916,Marilyn Monroe,1940.0,Vocal
274520,Los Alegres de TerÃ¡n,1940.0,Latin
924232,Sun Ra,1940.0,Jazz
205254,Vic Damone,1940.0,Vocal
59156,B.B. King,1940.0,Blues
758194,Beny MorÃ©,1940.0,Latin
127949,Jackie McLean,1940.0,Jazz
828740,Lord Invader,1940.0,Reggae
828756,Lord Melody,1940.0,International
796741,Eddy Arnold,1940.0,Country
46861,Ray Charles,1940.0,R&B
858710,Marty Robbins,1940.0,Country
354189,Los Panchos,1940.0,Latin
59699,Bobby CapÃ³,1940.0,Latin
46184,The Ames Brothers,1940.0,Vocal
887348,The Oak Ridge Boys,1940.0,Country
129547,"Clarence ""Gatemouth"" Brown",1940.0,Blues
184814,Don Gibson,1940.0,Country
869708,Mel Lewis,1940.0,Jazz
45057,The Louvin Brothers,1940.0,Country
108446,Ismael Rivera,1940.0,Latin
186312,Celia Cruz,1940.0,Latin
678009,Henry Mancini,1940.0,Easy Listening
44290,Sonny Stitt,1940.0,Jazz
803752,Glenn Gould,1940.0,Classical
326096,Jerry Byrd,1940.0,Country
783909,Antonio Aguilar,1940.0,Latin
193802,Warne Marsh,1940.0,Jazz
888730,Odetta,1940.0,Folk
204968,Charlie Byrd,1940.0,Jazz
405113,Ray Anthony,1940.0,Jazz
204901,Sarah Vaughan,1940.0,Vocal
742899,Stan Getz,1940.0,Jazz
271029,Esther Phillips,1940.0,R&B
848572,Phil Woods,1940.0,Jazz
409954,Ray Price,1940.0,Country
55128,Bo Diddley,1940.0,Pop/Rock
53441,Eden Ahbez,1940.0,Easy Listening
269172,Lester Flatt,1940.0,Country
166383,Djivan Gasparyan,1940.0,International
175553,John Coltrane,1940.0,Jazz
65094,Svend Asmussen,1940.0,Jazz
423829,Miles Davis,1940.0,Jazz
424292,John Lewis,1940.0,Jazz
795288,Pierre Boulez,1940.0,Classical
99198,Kitty Kallen,1940.0,Vocal
200777,Ernestine Anderson,1940.0,Vocal
763551,The Chordettes,1940.0,R&B
48908,Betty Carter,1940.0,Vocal
380259,Dalva de Oliveira,1940.0,Latin
360956,Jimmy Giuffre,1940.0,Jazz
357057,Ruby Braff,1940.0,Jazz
609966,The Highway Q.C.'s,1940.0,Religious
252026,Junior Mance,1940.0,Jazz
954646,Helen O'Connell,1940.0,Vocal
947816,Hank Thompson,1940.0,Country
778344,LaVern Baker,1940.0,R&B
776301,Chico Hamilton,1940.0,Jazz
813392,Dean Martin,1940.0,Vocal
249175,Les Baxter,1940.0,Easy Listening
248392,Wes Montgomery,1940.0,Jazz
247966,Julie London,1940.0,Vocal
101628,Charlie Ventura,1940.0,Jazz
260038,Dinah Washington,1940.0,Vocal
100854,Jimmy Witherspoon,1940.0,Blues
245992,Johnny Smith,1940.0,Jazz
815039,John Lee Hooker,1940.0,Blues
943649,Morton Feldman,1940.0,Avant-Garde
490763,The Ravens,1940.0,Vocal
119111,J.J. Johnson,1940.0,Jazz
112540,Cisco Houston,1940.0,Folk
941579,Buck Owens,1940.0,Country
141256,Joe Maphis,1940.0,Country
98189,Kitty Wells,1940.0,Country
140176,Eddie Fisher,1940.0,Vocal
674310,Herb Ellis,1940.0,Jazz
111794,Chico O'Farrill,1940.0,Jazz
952794,Harry Belafonte,1940.0,Vocal
115079,Joe Hill Louis,1940.0,Blues
137494,Fats Domino,1940.0,R&B
786080,James Moody,1940.0,Jazz
309328,Percy Mayfield,1940.0,R&B
188202,Don Lamond,1940.0,Jazz
301955,Lowell Fulson,1940.0,Blues
256349,Peggy Lee,1940.0,Vocal
806877,Ruth Brown,1940.0,R&B
23290,Slam Stewart,1940.0,Jazz
310383,PÃ©rez Prado,1940.0,Latin
790227,Tal Farlow,1940.0,Jazz
322027,Nelson Riddle,1940.0,Easy Listening
12802,Wynona Carr,1940.0,Religious
195368,Dorothy Norwood,1940.0,Religious
118493,JoÃ£o Donato,1940.0,Latin
784527,Barney Kessel,1940.0,Jazz
314113,Julie Andrews,1940.0,Stage & Screen
138837,Joe Liggins,1940.0,Blues
227776,Lee Konitz,1940.0,Jazz
242966,Lennie Tristano,1940.0,Jazz
476356,The Modernaires,1940.0,Vocal
87113,The Jordanaires,1940.0,Country
345734,Rosemary Clooney,1940.0,Vocal
273531,Liza Minnelli,1940.0,Vocal
822777,Liberace,1940.0,Easy Listening
695189,Yves Montand,1940.0,Vocal
824599,Little Walter,1940.0,Blues
824866,Marian McPartland,1940.0,Jazz
239859,Leonard Bernstein,1940.0,Classical
82037,Ike Quebec,1940.0,Jazz
296402,Jimmy Bryant,1940.0,Country
352164,Kai Winding,1940.0,Jazz
763554,Bill Doggett,1940.0,R&B
958533,Dave Brubeck,1940.0,Jazz
160198,Gene Ammons,1940.0,Jazz
928942,Art Blakey,1940.0,Jazz
762288,Big Mama Thornton,1940.0,Blues
81083,Bill Monroe,1940.0,Country
228087,Zoot Sims,1940.0,Jazz
16759,Tadd Dameron,1940.0,Jazz
231645,Jean Ritchie,1940.0,Folk
153519,Earl Scruggs,1940.0,Country
233035,Debbie Reynolds,1940.0,Vocal
820999,The Wilburn Brothers,1940.0,Country
817000,Johnny Ace,1940.0,R&B
483334,The Pied Pipers,1940.0,Vocal
770629,Illinois Jacquet,1940.0,Jazz
819894,Johnny Otis,1940.0,Blues
577590,Dave Bartholomew,1940.0,R&B
770628,Billy Walker,1940.0,Country
630882,Brownie McGhee,1940.0,Blues
235881,Wardell Gray,1940.0,Jazz
154533,Ewan MacColl,1940.0,Folk
94205,Chet Atkins,1940.0,Country
489845,Milt Jackson,1940.0,Jazz
147245,Duke Jordan,1940.0,Jazz
334829,Jim & Jesse,1940.0,Country
768149,Billy Taylor,1940.0,Jazz
768027,Kenny Dorham,1940.0,Jazz
1266,Alla Rakha,1940.0,International
343396,Roy Brown,1940.0,R&B
343940,Ray Brown,1940.0,Jazz
936126,Tommy Edwards,1940.0,R&B
172772,Ed Ames,1940.0,Vocal
197040,Champion Jack Dupree,1940.0,Blues
185948,Carmen McRae,1940.0,Vocal
28692,Terry Gibbs,1940.0,Jazz
199369,Cat Anderson,1940.0,Jazz
740576,Maria Callas,1940.0,Classical
509367,Al Martino,1940.0,Vocal
542549,Gerry Mulligan,1940.0,Jazz
489316,Oscar Peterson,1940.0,Jazz
20403,Tennessee Ernie Ford,1940.0,Country
38466,Andy Williams,1940.0,Vocal
9680,Charles Mingus,1940.0,Jazz
577235,The Staple Singers,1940.0,R&B
30250,AndrÃ© Previn,1940.0,Classical
638960,Buddy Greco,1940.0,Vocal
608701,Muddy Waters,1940.0,Blues
490769,Sunnyland Slim,1940.0,Blues
894664,Oscar Brand,1940.0,Folk
17882,Teresa Brewer,1940.0,Vocal
504169,Al Cohn,1940.0,Jazz
636382,Bud Shank,1940.0,Jazz
479028,Anita O'Day,1940.0,Vocal
638918,Buddy DeFranco,1940.0,Jazz
29334,Slim Whitman,1940.0,Country
409337,Orquesta AragÃ³n,1940.0,Latin
650525,George Morgan,1940.0,Country
577720,The Stanley Brothers,1940.0,Country
68898,The Balfa Brothers,1940.0,International
145543,Eddie Safranski,1940.0,Jazz
6334,Tony Bennett,1940.0,Vocal
615026,Asha Bhosle,1940.0,International
646353,George Russell,1940.0,Jazz
16925,Paul Gonsalves,1940.0,Jazz
459027,Noro Morales,1940.0,Latin
611877,Tom Lehrer,1940.0,Comedy/Spoken
30664,Tex Beneke,1940.0,Jazz
562030,Hawkshaw Hawkins,1940.0,Country
519715,Tommy Flanagan,1940.0,Jazz
607967,Astor Piazzolla,1940.0,Latin
577261,Mitch Miller,1940.0,Easy Listening
731975,Giuseppe di Stefano,1940.0,Classical
571845,Margaret Whiting,1940.0,Vocal
490416,Thelonious Monk,1940.0,Jazz
568368,Helen Merrill,1940.0,Vocal
603036,Todd Rhodes,1940.0,R&B
52736,Big Jay McNeely,1940.0,Blues
32193,Tex Williams,1940.0,Country
11242,Sheb Wooley,1940.0,Country
673360,Helen Forrest,1940.0,Vocal
568622,Alec Wilder,1940.0,Jazz
607028,Arthur Lyman,1940.0,Easy Listening
277977,Sabu Martinez,1940.0,Latin
607283,Tito Puente,1940.0,Latin
19435,Shelly Manne,1940.0,Jazz
596922,Yusef Lateef,1940.0,Jazz
643549,Cal Tjader,1940.0,Jazz
505047,Art Pepper,1940.0,Jazz
661974,Gigi Gryce,1940.0,Jazz
640675,Bud Powell,1940.0,Jazz
38100,Pearl Bailey,1940.0,Vocal
39656,Sonny Rollins,1940.0,Jazz
39661,Sonny Terry,1940.0,Blues
243777,LÃ©o FerrÃ©,1940.0,Vocal
584695,Willie Johnson,1940.0,Blues
20984,Shelley Fabares,1940.0,Pop/Rock
782631,Cousin Emmy,1940.0,Folk
314155,Peter Allen,1950.0,Vocal
781932,Lalo Schifrin,1950.0,Jazz
781172,Jimmy Smith,1950.0,Jazz
225754,Hound Dog Taylor,1950.0,Blues
781837,AntÃ´nio Carlos Jobim,1950.0,Latin
591104,Mongo Santamaria,1950.0,Latin
106987,"Lambert, Hendricks & Ross",1950.0,Jazz
781094,The Clancy Brothers,1950.0,International
828507,Howard Roberts,1950.0,Jazz
171693,Victor Jara,1950.0,Folk
780451,Conway Twitty,1950.0,Country
779209,La Lupe,1950.0,Latin
424928,The Robins,1950.0,R&B
423095,The Skyliners,1950.0,R&B
316834,Marvin Gaye,1950.0,R&B
162820,Gene Chandler,1950.0,R&B
478246,The Tymes,1950.0,R&B
827367,Long John Baldry,1950.0,Blues
785817,The Crests,1950.0,R&B
307461,Van Morrison,1950.0,Pop/Rock
786228,Barry Harris,1950.0,Jazz
575012,Darlene Love,1950.0,R&B
306446,Junior Kimbrough,1950.0,Blues
567325,The Modern Jazz Quartet,1950.0,Jazz
308871,Little Anthony & the Imperials,1950.0,R&B
516706,Tommy Collins,1950.0,Country
305541,Percy Faith,1950.0,Easy Listening
769523,The Jesters,1950.0,R&B
626268,Buffy Sainte-Marie,1950.0,Folk
159791,Toots Thielemans,1950.0,Jazz
517796,Brian Poole & the Tremeloes,1950.0,Pop/Rock
788569,Barbara Mandrell,1950.0,Country
161173,Bebo ValdÃ©s,1950.0,Latin
138332,The Crystals,1950.0,R&B
161637,Frank Foster,1950.0,Jazz
927627,Mose Allison,1950.0,Jazz
109367,Jackson Do Pandeiro,1950.0,Latin
507975,Al Hirt,1950.0,Jazz
244711,Johnny Maestro,1950.0,R&B
827250,Lloyd Price,1950.0,R&B
202554,Johnny Mandel,1950.0,Jazz
785283,JoÃ£o Gilberto,1950.0,International
627337,Tommy Roe,1950.0,Pop/Rock
108826,Jackie Wilson,1950.0,R&B
311074,Martin Denny,1950.0,Easy Listening
785611,The Dave Clark Five,1950.0,Pop/Rock
226908,Big John Patton,1950.0,Jazz
309839,Justin Tubb,1950.0,Country
309458,Screamin' Jay Hawkins,1950.0,R&B
6563,Stan Levey,1950.0,Jazz
927555,Aretha Franklin,1950.0,R&B
778363,Jack Jones,1950.0,Vocal
502774,The Rivieras,1950.0,Pop/Rock
926115,Acker Bilk,1950.0,Jazz
641111,Buster Brown,1950.0,Blues
333175,Jesse Belvin,1950.0,R&B
837150,Peggy Seeger,1950.0,Folk
333643,Maurice Jarre,1950.0,Stage & Screen
921359,The Tremeloes,1950.0,Pop/Rock
569256,The Tams,1950.0,R&B
332852,Ronnie Hawkins,1950.0,Pop/Rock
620386,Tommy James,1950.0,Pop/Rock
342833,Mel Brooks,1950.0,Comedy/Spoken
332141,Jerry Lee Lewis,1950.0,Pop/Rock
165855,Frankie Avalon,1950.0,Pop/Rock
330967,The New Lost City Ramblers,1950.0,Folk
24568,Shirley Collins,1950.0,Folk
330634,Jerry Goldsmith,1950.0,Stage & Screen
756518,The Bobbettes,1950.0,R&B
811598,David Ruffin,1950.0,R&B
69520,The Cookies,1950.0,R&B
590285,Billy Preston,1950.0,R&B
94210,Chet Baker,1950.0,Jazz
664194,Hank Ballard,1950.0,R&B
838300,June Carter Cash,1950.0,Country
338887,Jerry Vale,1950.0,Vocal
212200,Jon Hendricks,1950.0,Vocal
212612,Johnny Hartman,1950.0,Vocal
213165,Jan & Dean,1950.0,Pop/Rock
334770,Ramsey Lewis,1950.0,Jazz
97426,Booker Ervin,1950.0,Jazz
590265,Annie Ross,1950.0,Vocal
642542,Burt Bacharach,1950.0,Pop/Rock
641450,Buddy Collette,1950.0,Jazz
334644,Jerry Reed,1950.0,Country
769616,Jimmy Rogers,1950.0,Blues
769876,Little Jimmy Scott,1950.0,Vocal
140521,The Crew Cuts,1950.0,Pop/Rock
558596,Hampton Hawes,1950.0,Jazz
93533,The Limeliters,1950.0,Folk
504815,Art Garfunkel,1950.0,Pop/Rock
310789,SeÃ¡n Ã“ Riada,1950.0,International
97529,Booker Little,1950.0,Jazz
830319,Hugh Masekela,1950.0,Jazz
67561,Bob Newhart,1950.0,Comedy/Spoken
241813,Johnny Burnette,1950.0,Pop/Rock
101776,Jack Nitzsche,1950.0,Pop/Rock
568861,The Sweet Inspirations,1950.0,R&B
830028,"Huey ""Piano"" Smith",1950.0,R&B
223054,John Fahey,1950.0,Folk
102050,The Kingston Trio,1950.0,Folk
829643,Hubert Sumlin,1950.0,Blues
85806,Billy Thorpe,1950.0,Pop/Rock
102781,Carl Perkins,1950.0,Jazz
416785,Nino Rota,1950.0,Stage & Screen
163577,Doug Kershaw,1950.0,Country
47401,"Bernard ""Pretty"" Purdie",1950.0,Jazz
783250,Gloria Jones,1950.0,Pop/Rock
324819,Jeri Southern,1950.0,Vocal
164594,Ben E. King,1950.0,R&B
636044,The Cadillacs,1950.0,R&B
502199,Art Farmer,1950.0,Jazz
217792,Ringo Starr,1950.0,Pop/Rock
217963,John D. Loudermilk,1950.0,Pop/Rock
98081,Engelbert Humperdinck,1950.0,Vocal
219021,Luiz BonfÃ¡,1950.0,Latin
921965,The Ventures,1950.0,Pop/Rock
219243,VinÃ­cius de Moraes,1950.0,Latin
796950,Elizabeth Cotten,1950.0,Folk
330575,Neil Sedaka,1950.0,Pop/Rock
342768,Roscoe Holcomb,1950.0,Folk
151666,Julian Bream,1950.0,Classical
126144,Chuck Willis,1950.0,R&B
773642,The Kingsmen,1950.0,Pop/Rock
221603,John Hartford,1950.0,Country
327765,John Barry,1950.0,Stage & Screen
221660,John Handy,1950.0,Jazz
170211,Eddie Kendricks,1950.0,R&B
329468,Jerry Butler,1950.0,R&B
228299,Jean-Luc Ponty,1950.0,Jazz
824022,Little Richard,1950.0,Pop/Rock
789775,Clifford Brown,1950.0,Jazz
263852,Dion & the Belmonts,1950.0,Pop/Rock
802745,Gene Harris,1950.0,Jazz
803162,Grady Tate,1950.0,Jazz
816890,Johnny Cash,1950.0,Country
803720,Gene Vincent,1950.0,Pop/Rock
242473,Johnny Adams,1950.0,Blues
149166,Carolyn Hester,1950.0,Folk
242511,"Johnny ""Guitar"" Watson",1950.0,Blues
135024,Larry Williams,1950.0,R&B
611102,Albert Collins,1950.0,Blues
337015,Ralph Burns,1950.0,Jazz
135378,James Booker,1950.0,Blues
135391,Benny Golson,1950.0,Jazz
805208,Joe Simon,1950.0,R&B
816387,Leon Russell,1950.0,Pop/Rock
133832,Clark Terry,1950.0,Jazz
816896,Johnnie Ray,1950.0,Vocal
801762,Floyd Cramer,1950.0,Country
149946,Donald Byrd,1950.0,Jazz
541125,Gerry & the Pacemakers,1950.0,Pop/Rock
151431,Roger Miller,1950.0,Country
240311,Link Wray,1950.0,Pop/Rock
269972,Little Willie John,1950.0,R&B
14651,Patsy Cline,1950.0,Country
267354,Horace Silver,1950.0,Jazz
85445,Bobby Marchan,1950.0,R&B
136075,The Crusaders,1950.0,Jazz
543055,Georgie Fame,1950.0,Pop/Rock
131681,Pat Boone,1950.0,Vocal
131841,James Cotton,1950.0,Blues
800100,Eric Dolphy,1950.0,Jazz
800492,Dory Previn,1950.0,Stage & Screen
265456,Dion,1950.0,Pop/Rock
14073,Tab Hunter,1950.0,Pop/Rock
133119,Thad Jones,1950.0,Jazz
150062,Earl Hooker,1950.0,Blues
761478,Laurindo Almeida,1950.0,Jazz
548338,Cannonball Adderley,1950.0,Jazz
806247,Charlie Daniels,1950.0,Country
139933,Frankie Lymon,1950.0,R&B
552325,"Orlando ""Cachaito"" Lopez",1950.0,Latin
253142,Scott Walker,1950.0,Pop/Rock
147200,The Dells,1950.0,R&B
5366,Alfredo Gutierrez,1950.0,Latin
944310,George Jones,1950.0,Country
944643,Georges Delerue,1950.0,Stage & Screen
139804,Joe Henderson,1950.0,Jazz
251375,Johnny Paycheck,1950.0,Country
246628,Johnny Nash,1950.0,R&B
104741,Jacob Do Bandolim,1950.0,Latin
246885,Johnny Mathis,1950.0,Vocal
248452,Johnny Pacheco,1950.0,Latin
143951,Faron Young,1950.0,Country
144458,Curtis Mayfield,1950.0,R&B
558339,Hank Jones,1950.0,Jazz
250435,Wayne Shorter,1950.0,Jazz
962064,Junior Wells,1950.0,Blues
253296,Leroy Van Dyke,1950.0,Country
808626,Joel Grey,1950.0,Children's
942529,Buddy Guy,1950.0,Blues
257364,Justin Adams,1950.0,R&B
200448,Erma Franklin,1950.0,R&B
806523,"Luther ""Guitar Junior"" Johnson",1950.0,Blues
806542,Etta James,1950.0,Blues
951384,Hank Mobley,1950.0,Jazz
12644,Stanley Turrentine,1950.0,Jazz
139709,The Country Gentlemen,1950.0,Country
335937,Los Corraleros de Majagual,1950.0,Latin
255377,Pepper Adams,1950.0,Jazz
245039,Vassar Clements,1950.0,Country
138699,Frank Zappa,1950.0,Pop/Rock
807489,Charlie Louvin,1950.0,Country
808198,Lou Donaldson,1950.0,Jazz
560208,Harry Nilsson,1950.0,Pop/Rock
139566,Curtis Fuller,1950.0,Jazz
950777,Hank Cochran,1950.0,Country
151469,Earl King,1950.0,R&B
617844,Albert King,1950.0,Blues
937703,The Brothers Four,1950.0,Folk
597309,Tina Turner,1950.0,R&B
762618,Bob Eberly,1950.0,Vocal
232480,John Williams,1950.0,Stage & Screen
246768,Derrick Morgan,1950.0,Reggae
120487,Jack Kerouac,1950.0,Comedy/Spoken
120521,Chuck Berry,1950.0,Pop/Rock
17748,Patti LaBelle,1950.0,R&B
17929,Patti Austin,1950.0,R&B
232564,John Lennon,1950.0,Pop/Rock
934069,Brenda Lee,1950.0,Country
121590,Jacques Brel,1950.0,Vocal
523661,Stonewall Jackson,1950.0,Country
294923,Judy Collins,1950.0,Folk
588679,Theodore Bikel,1950.0,Folk
203804,Victor Borge,1950.0,Comedy/Spoken
233066,Lou Reed,1950.0,Pop/Rock
821571,Smokey Robinson,1950.0,R&B
524239,Brook Benton,1950.0,R&B
119651,J.J. Cale,1950.0,Pop/Rock
933172,Allen Toussaint,1950.0,R&B
116984,Chubby Checker,1950.0,R&B
117001,Barrett Strong,1950.0,R&B
117064,Connie Francis,1950.0,Pop/Rock
300534,Little Milton,1950.0,Blues
117844,"Hank Williams, Jr.",1950.0,Country
667169,Gladys Knight & the Pips,1950.0,R&B
58616,The Champs,1950.0,Pop/Rock
296487,Roger Daltrey,1950.0,Pop/Rock
159214,Dusty Springfield,1950.0,Pop/Rock
987481,Enrique GuzmÃ¡n,1950.0,Latin
118544,The Drifters,1950.0,R&B
290414,Rose Maddox,1950.0,Country
823165,Levon Helm,1950.0,Pop/Rock
118853,Jack McDuff,1950.0,Jazz
172642,Joe Mooney,1950.0,Vocal
18137,Paul Motian,1950.0,Jazz
824879,Horace Parlan,1950.0,Jazz
115733,J.B. Lenoir,1950.0,Blues
292559,Roberto Menescal,1950.0,Latin
528221,Dave Van Ronk,1950.0,Folk
936946,Tommy Makem,1950.0,International
