influencer_id,influencer_name,follower_id,follower_name,action,dynamic_influence
754032,The Beatles,155801,Flo & Eddie,1,14.918197408086856
754032,The Beatles,409670,Melanie,1,14.918197408086856
754032,The Beatles,297955,The Rubinoos,1,14.918197408086856
754032,The Beatles,85776,James Gang,1,14.918197408086856
754032,The Beatles,504928,The 13th Floor Elevators,1,14.918197408086856
754032,The Beatles,330575,Neil Sedaka,1,14.918197408086856
754032,The Beatles,295545,Richie Havens,1,14.45265491670084
754032,The Beatles,200968,Gene Simmons,1,14.45265491670084
754032,The Beatles,771438,Black Sabbath,1,14.45265491670084
754032,The Beatles,569914,Moby Grape,1,14.45265491670084
754032,The Beatles,12472,Traffic,1,14.45265491670084
754032,The Beatles,610706,Bread,1,14.45265491670084
754032,The Beatles,194703,The Flying Burrito Brothers,1,14.45265491670084
754032,The Beatles,359016,Richard Thompson,1,14.45265491670084
754032,The Beatles,949619,Gong,1,14.45265491670084
754032,The Beatles,179205,Don McLean,1,14.45265491670084
754032,The Beatles,816387,Leon Russell,1,14.45265491670084
754032,The Beatles,799053,Donovan,1,14.45265491670084
754032,The Beatles,672011,Hawkwind,1,14.45265491670084
754032,The Beatles,835648,Uriah Heep,1,14.45265491670084
577531,Woody Guthrie,353145,Roy Rogers,1,14.20178012632197
754032,The Beatles,843607,Peter Hammill,1,14.046806610150274
754032,The Beatles,614982,Brand X,1,14.046806610150274
754032,The Beatles,593930,Argent,1,14.046806610150274
754032,The Beatles,763301,The Fugs,1,14.046806610150274
754032,The Beatles,749734,Slade,1,14.046806610150274
754032,The Beatles,864209,Neil Diamond,1,14.046806610150274
754032,The Beatles,753963,The Association,1,14.046806610150274
754032,The Beatles,600228,Al Di Meola,1,14.046806610150274
754032,The Beatles,774588,Kris Kristofferson,1,14.046806610150274
754032,The Beatles,41874,The Beach Boys,1,14.046806610150274
754032,The Beatles,200791,Waylon Jennings,1,14.046806610150274
754032,The Beatles,20862,Paul Collins,1,14.046806610150274
754032,The Beatles,112462,Cream,1,14.046806610150274
754032,The Beatles,178536,Edgar Winter,1,14.046806610150274
66915,Bob Dylan,852405,Rotary Connection,1,14.021351033662405
66915,Bob Dylan,838241,Van Dyke Parks,1,14.021351033662405
66915,Bob Dylan,920101,The United States of America,1,14.021351033662405
66915,Bob Dylan,394449,Michael Hurley,1,14.021351033662405
66915,Bob Dylan,638603,David Bromberg,1,14.021351033662405
66915,Bob Dylan,121590,Jacques Brel,1,14.021351033662405
754032,The Beatles,850692,Jethro Tull,1,13.688936758674952
754032,The Beatles,38061,The Bats,1,13.688936758674952
754032,The Beatles,483587,The Move,1,13.688936758674952
754032,The Beatles,685647,Yes,1,13.688936758674952
754032,The Beatles,38936,Simon & Garfunkel,1,13.688936758674952
754032,The Beatles,224638,John Cale,1,13.688936758674952
754032,The Beatles,76057,King Crimson,1,13.688936758674952
754032,The Beatles,7230,Brian May,1,13.688936758674952
754032,The Beatles,246611,Judas Priest,1,13.688936758674952
754032,The Beatles,87985,The Hollies,1,13.688936758674952
754032,The Beatles,925181,Them,1,13.688936758674952
754032,The Beatles,749132,Paul Kelly,1,13.688936758674952
754032,The Beatles,359613,Rick Springfield,1,13.688936758674952
754032,The Beatles,182360,Donny Hathaway,1,13.688936758674952
754032,The Beatles,772567,Iron Butterfly,1,13.688936758674952
754032,The Beatles,87597,Ian Hunter,1,13.688936758674952
754032,The Beatles,758943,Big Brother & the Holding Company,1,13.688936758674952
754032,The Beatles,830538,Robert Plant,1,13.688936758674952
754032,The Beatles,166785,Dan Fogelberg,1,13.370294571586731
754032,The Beatles,180263,Flamin' Groovies,1,13.370294571586731
754032,The Beatles,162233,Fairport Convention,1,13.370294571586731
754032,The Beatles,423267,Small Faces,1,13.370294571586731
754032,The Beatles,151979,Bay City Rollers,1,13.370294571586731
754032,The Beatles,939567,Buffalo Springfield,1,13.370294571586731
754032,The Beatles,478603,The Monkees,1,13.370294571586731
754032,The Beatles,479113,The Nerves,1,13.370294571586731
754032,The Beatles,69153,Joan Baez,1,13.370294571586731
754032,The Beatles,123007,The Dickies,1,13.370294571586731
754032,The Beatles,95613,Chico Buarque,1,13.370294571586731
754032,The Beatles,77175,Bob Weir,1,13.370294571586731
754032,The Beatles,9084,Sparks,1,13.370294571586731
754032,The Beatles,609396,Tom Jones,1,13.370294571586731
754032,The Beatles,59293,The Mamas & the Papas,1,13.370294571586731
754032,The Beatles,81832,Kenny Loggins,1,13.370294571586731
754032,The Beatles,267814,Hot Chocolate,1,13.370294571586731
754032,The Beatles,297894,Poco,1,13.370294571586731
754032,The Beatles,33161,Sly & the Family Stone,1,13.370294571586731
754032,The Beatles,925450,Three Dog Night,1,13.370294571586731
754032,The Beatles,936190,Stevie Nicks,1,13.370294571586731
754032,The Beatles,35719,Steve Harley,1,13.370294571586731
754032,The Beatles,918290,The Tubes,1,13.370294571586731
754032,The Beatles,20050,Ten Years After,1,13.370294571586731
754032,The Beatles,192382,Deep Purple,1,13.370294571586731
238115,Sam Cooke,246628,Johnny Nash,1,13.347084548613745
754032,The Beatles,842351,Pete Townshend,1,13.084199260876273
754032,The Beatles,744796,Townes Van Zandt,1,13.084199260876273
754032,The Beatles,204386,James Taylor,1,13.084199260876273
754032,The Beatles,22928,Steppenwolf,1,13.084199260876273
754032,The Beatles,346336,Pink Floyd,1,13.084199260876273
754032,The Beatles,317417,Quicksilver Messenger Service,1,13.084199260876273
754032,The Beatles,493122,The Rascals,1,13.084199260876273
754032,The Beatles,484145,The Partridge Family,1,12.82545327981885
754032,The Beatles,320845,Peter Frampton,1,12.82545327981885
754032,The Beatles,475650,The Outfield,1,12.82545327981885
754032,The Beatles,895074,The Romantics,1,12.82545327981885
754032,The Beatles,220403,Hombres G,1,12.82545327981885
754032,The Beatles,260384,Julian Lennon,1,12.82545327981885
754032,The Beatles,61938,Blue Ã–yster Cult,1,12.82545327981885
754032,The Beatles,191699,Gal Costa,1,12.82545327981885
754032,The Beatles,170369,Lynyrd Skynyrd,1,12.82545327981885
754032,The Beatles,582313,The Zombies,1,12.82545327981885
754032,The Beatles,43714,Bee Gees,1,12.82545327981885
754032,The Beatles,187581,Funkadelic,1,12.82545327981885
754032,The Beatles,415239,The Primitives,1,12.82545327981885
754032,The Beatles,261106,Hoodoo Gurus,1,12.82545327981885
754032,The Beatles,307135,Rick Nielsen,1,12.825453279818849
754032,The Beatles,104714,Kraftwerk,1,12.825453279818849
754032,The Beatles,502163,10cc,1,12.825453279818849
104714,Kraftwerk,25394,Trio,1,12.617678337199534
66915,Bob Dylan,41899,The Blues Project,1,12.594600070312827
66915,Bob Dylan,339905,Jesse Winchester,1,12.594600070312827
66915,Bob Dylan,814852,John Sebastian,1,12.594600070312827
754032,The Beatles,224294,John Fogerty,1,12.589946065956378
754032,The Beatles,72041,Bob Seger,1,12.589946065956378
754032,The Beatles,85915,Billy Joel,1,12.589946065956378
754032,The Beatles,543055,Georgie Fame,1,12.589946065956378
754032,The Beatles,131581,"Crosby, Stills & Nash",1,12.589946065956378
754032,The Beatles,131627,Creedence Clearwater Revival,1,12.589946065956378
754032,The Beatles,113480,Jaco Pastorius,1,12.589946065956378
754032,The Beatles,377908,NRBQ,1,12.589946065956378
754032,The Beatles,808214,Joe Walsh,1,12.589946065956378
754032,The Beatles,936425,Todd Rundgren,1,12.374379469573464
754032,The Beatles,209019,Drake Bell,1,12.374379469573464
754032,The Beatles,198532,Doug Sahm,1,12.374379469573464
754032,The Beatles,73969,Jon Foreman,1,12.374379469573464
754032,The Beatles,866769,Mayday,1,12.374379469573464
754032,The Beatles,89021,Jimmy Page,1,12.374379469573464
754032,The Beatles,31274,Alan Parsons,1,12.374379469573462
754032,The Beatles,50588,The Angels,1,12.374379469573462
754032,The Beatles,195874,Madness,1,12.374379469573462
754032,The Beatles,49797,Steven Tyler,1,12.374379469573462
754032,The Beatles,491802,The Records,1,12.374379469573462
754032,The Beatles,683686,Willie Nile,1,12.374379469573462
894465,The Rolling Stones,31022,Jim Morrison,1,12.212826804584918
754032,The Beatles,78741,The Connells,1,12.176073161058687
754032,The Beatles,78886,The Housemartins,1,12.176073161058687
754032,The Beatles,577627,The Who,1,12.176073161058687
754032,The Beatles,490549,Anne Murray,1,12.176073161058687
754032,The Beatles,244537,Wendy & Lisa,1,12.176073161058687
754032,The Beatles,631774,The Byrds,1,12.176073161058687
754032,The Beatles,645474,David Essex,1,11.992823942592391
754032,The Beatles,384920,R. Stevie Moore,1,11.992823942592391
754032,The Beatles,147635,Carly Simon,1,11.992823942592391
754032,The Beatles,149515,Joe Cocker,1,11.992823942592391
754032,The Beatles,837486,Utopia,1,11.992823942592391
754032,The Beatles,902138,20/20,1,11.992823942592391
754032,The Beatles,562304,The Stooges,1,11.992823942592391
754032,The Beatles,467203,Michael Jackson,1,11.992823942592391
754032,The Beatles,73421,The Clean,1,11.992823942592391
754032,The Beatles,182598,MC5,1,11.992823942592391
754032,The Beatles,501802,The Soft Boys,1,11.992823942592391
754032,The Beatles,943268,Camel,1,11.992823942592391
754032,The Beatles,58386,Bob Mould,1,11.992823942592391
754032,The Beatles,855423,Kate Bush,1,11.992823942592391
754032,The Beatles,987491,Gram Parsons,1,11.822802208939807
754032,The Beatles,78044,Bill Withers,1,11.822802208939807
754032,The Beatles,31685,Paul Simon,1,11.822802208939807
754032,The Beatles,51909,Carpenters,1,11.822802208939807
754032,The Beatles,68738,The Chills,1,11.664474524695681
754032,The Beatles,498484,The Rembrandts,1,11.664474524695681
754032,The Beatles,344037,No Use for a Name,1,11.664474524695681
754032,The Beatles,776408,Kula Shaker,1,11.664474524695681
754032,The Beatles,798992,"Emerson, Lake & Palmer",1,11.66447452469568
754032,The Beatles,490620,The Real Kids,1,11.66447452469568
754032,The Beatles,751019,The Animals,1,11.66447452469568
754032,The Beatles,141838,Eddie Money,1,11.66447452469568
754032,The Beatles,313284,Little Feat,1,11.66447452469568
754032,The Beatles,182900,Fleetwood Mac,1,11.66447452469568
754032,The Beatles,127337,Be Bop Deluxe,1,11.66447452469568
754032,The Beatles,478426,Orange Juice,1,11.66447452469568
66915,Bob Dylan,644880,David Crosby,1,11.596883827384712
66915,Bob Dylan,186594,FranÃ§oise Hardy,1,11.596883827384712
66915,Bob Dylan,816900,Warren Zevon,1,11.596883827384712
66915,Bob Dylan,651107,Marianne Faithfull,1,11.596883827384712
66915,Bob Dylan,174822,Serge Gainsbourg,1,11.596883827384712
66915,Bob Dylan,845625,Ronnie Lane,1,11.596883827384712
66915,Bob Dylan,97182,Christy Moore,1,11.596883827384712
66915,Bob Dylan,96944,Chris Hillman,1,11.596883827384712
66915,Bob Dylan,863774,Ralph McTell,1,11.596883827384712
754032,The Beatles,796734,Elton John,1,11.51654489303669
754032,The Beatles,139026,Led Zeppelin,1,11.51654489303669
754032,The Beatles,159699,Emmylou Harris,1,11.377909619804125
754032,The Beatles,940831,Captain & Tennille,1,11.377909619804125
754032,The Beatles,475932,The Only Ones,1,11.377909619804125
754032,The Beatles,768367,Bobby McFerrin,1,11.377909619804125
754032,The Beatles,785773,Laurie Anderson,1,11.377909619804125
754032,The Beatles,531986,David Bowie,1,11.377909619804125
754032,The Beatles,5953,Alice Cooper,1,11.377909619804125
79016,Billie Holiday,82831,The Ink Spots,1,11.371024275516898
79016,Billie Holiday,395819,Maxine Sullivan,1,11.371024275516898
754032,The Beatles,674263,Daniel Johnston,1,11.247622212305348
754032,The Beatles,10982,All,1,11.247622212305348
754032,The Beatles,817011,Was (Not Was),1,11.247622212305348
754032,The Beatles,64149,The Hooters,1,11.247622212305348
754032,The Beatles,741512,Enuff Z'nuff,1,11.247622212305348
754032,The Beatles,803513,The Dream Academy,1,11.247622212305348
754032,The Beatles,575379,The Vaselines,1,11.247622212305348
754032,The Beatles,66869,The Field Mice,1,11.247622212305348
754032,The Beatles,466759,Michael W. Smith,1,11.247622212305348
754032,The Beatles,418662,The Psychedelic Furs,1,11.12486578450013
754032,The Beatles,11707,Steely Dan,1,11.12486578450013
754032,The Beatles,165162,Gentle Giant,1,11.12486578450013
754032,The Beatles,231225,The Wannadies,1,11.12486578450013
754032,The Beatles,686897,Linda Ronstadt,1,11.00893114649628
754032,The Beatles,3462983,Levitation Room,1,10.89919924732183
754032,The Beatles,1630569,The Pretty Reckless,1,10.89919924732183
754032,The Beatles,3065843,Lukas Graham,1,10.89919924732183
754032,The Beatles,3637248,Yungblud,1,10.89919924732183
754032,The Beatles,2534053,Big Time Rush,1,10.89919924732183
754032,The Beatles,197921,The English Beat,1,10.899199247321828
754032,The Beatles,163229,Electric Light Orchestra,1,10.899199247321828
754032,The Beatles,481057,Orchestral Manoeuvres in the Dark,1,10.899199247321828
754032,The Beatles,889097,Ric Ocasek,1,10.899199247321828
754032,The Beatles,19297,America,1,10.899199247321828
754032,The Beatles,130028,Freddie Mercury,1,10.899199247321828
754032,The Beatles,747757,Split Enz,1,10.899199247321828
754032,The Beatles,955544,Daniel Lanois,1,10.899199247321828
754032,The Beatles,251491,Leo Sayer,1,10.899199247321828
754032,The Beatles,988440,Grateful Dead,1,10.899199247321828
754032,The Beatles,266255,Jonathan Richman,1,10.899199247321828
754032,The Beatles,293448,Rossington Collins Band,1,10.899199247321826
754032,The Beatles,142963,The Dukes of Stratosphear,1,10.899199247321826
754032,The Beatles,570061,The Tragically Hip,1,10.899199247321826
104714,Kraftwerk,57636,The Flying Lizards,1,10.868276554284618
66915,Bob Dylan,868306,Nico,1,10.8521896311129
66915,Bob Dylan,314600,Love,1,10.8521896311129
66915,Bob Dylan,417607,The Red Krayola,1,10.8521896311129
66915,Bob Dylan,275130,Robbie Robertson,1,10.8521896311129
66915,Bob Dylan,515628,Tom T. Hall,1,10.8521896311129
66915,Bob Dylan,195237,Delaney & Bonnie,1,10.8521896311129
66915,Bob Dylan,689836,Joel Rafael,1,10.8521896311129
66915,Bob Dylan,57124,The Chambers Brothers,1,10.8521896311129
66915,Bob Dylan,692100,Youssou N'Dour,1,10.8521896311129
66915,Bob Dylan,99561,The Incredible String Band,1,10.8521896311129
66915,Bob Dylan,756959,Steve Young,1,10.8521896311129
66915,Bob Dylan,83859,Kevin Coyne,1,10.8521896311129
66915,Bob Dylan,814751,John Prine,1,10.8521896311129
66915,Bob Dylan,307025,Roky Erickson,1,10.8521896311129
622805,Stevie Wonder,887718,Michael Henderson,1,10.82681370997244
754032,The Beatles,293896,Rod Stewart,1,10.795126986433559
754032,The Beatles,39342,The Bluetones,1,10.696235657269387
754032,The Beatles,164189,Cast,1,10.696235657269387
754032,The Beatles,121746,Cornershop,1,10.696235657269387
754032,The Beatles,97200,Bracket,1,10.696235657269387
754032,The Beatles,251595,Whitesnake,1,10.696235657269385
754032,The Beatles,87179,The Knack,1,10.696235657269385
754032,The Beatles,379125,Neil Young,1,10.696235657269385
754032,The Beatles,584923,Dave Edmunds,1,10.696235657269385
754032,The Beatles,617196,Brian Eno,1,10.696235657269385
754032,The Beatles,639053,HÃ¼sker DÃ¼,1,10.696235657269385
754032,The Beatles,337119,Phil Collins,1,10.696235657269385
754032,The Beatles,751623,Paul Stanley,1,10.696235657269385
754032,The Beatles,44751,Steve Wariner,1,10.696235657269385
754032,The Beatles,136871,The Doobie Brothers,1,10.696235657269385
754032,The Beatles,672910,Wire,1,10.696235657269385
754032,The Beatles,303626,Kansas,1,10.696235657269385
754032,The Beatles,677991,John Scofield,1,10.696235657269385
754032,The Beatles,33666,Supertramp,1,10.696235657269385
754032,The Beatles,748222,Siouxsie and the Banshees,1,10.696235657269385
754032,The Beatles,218994,John Anderson,1,10.696235657269385
754032,The Beatles,866841,Nick Lowe,1,10.602101465685768
754032,The Beatles,354105,Jimi Hendrix,1,10.602101465685768
754032,The Beatles,298764,Roxette,1,10.602101465685767
754032,The Beatles,621944,The Boo Radleys,1,10.602101465685767
754032,The Beatles,620603,Edwyn Collins,1,10.602101465685767
754032,The Beatles,766361,The Go-Betweens,1,10.602101465685767
754032,The Beatles,922728,ABBA,1,10.512347697698942
754032,The Beatles,920073,The Undertones,1,10.512347697698942
754032,The Beatles,413524,The Police,1,10.512347697698942
754032,The Beatles,524050,Bryan Ferry,1,10.512347697698942
754032,The Beatles,784732,Joe Jackson,1,10.512347697698942
754032,The Beatles,6320,Toto,1,10.512347697698942
754032,The Beatles,84814,Billy Squier,1,10.512347697698942
754032,The Beatles,1390230,Sheppard,1,10.426638208433399
754032,The Beatles,838272,Pere Ubu,1,10.34467197714216
754032,The Beatles,52093,The Fixx,1,10.34467197714216
754032,The Beatles,751256,Superdrag,1,10.34467197714216
754032,The Beatles,294085,Rodney Crowell,1,10.34467197714216
754032,The Beatles,137390,The Cure,1,10.34467197714216
754032,The Beatles,673621,ManÃ¡,1,10.34467197714216
754032,The Beatles,812046,John Hiatt,1,10.34467197714216
754032,The Beatles,498961,'Til Tuesday,1,10.34467197714216
754032,The Beatles,768321,INXS,1,10.34467197714216
754032,The Beatles,79044,The Lightning Seeds,1,10.34467197714216
754032,The Beatles,344609,Jesus Jones,1,10.34467197714216
754032,The Beatles,564726,The Sundays,1,10.34467197714216
754032,The Beatles,852855,Roxy Music,1,10.34467197714216
754032,The Beatles,388972,Material Issue,1,10.34467197714216
754032,The Beatles,511041,Aterciopelados,1,10.34467197714216
608701,Muddy Waters,13511,Sister Rosetta Tharpe,1,10.315230572995867
608701,Muddy Waters,769616,Jimmy Rogers,1,10.315230572995867
608701,Muddy Waters,827367,Long John Baldry,1,10.315230572995867
316834,Marvin Gaye,53606,Bloodstone,1,10.299277554974003
423829,Miles Davis,276917,Howard McGhee,1,10.286788909190678
66915,Bob Dylan,287917,Lindsey Buckingham,1,10.27045399450318
66915,Bob Dylan,153590,Graham Nash,1,10.27045399450318
66915,Bob Dylan,404434,The Moody Blues,1,10.27045399450318
