influencer_id,influencer_name,year,genre,followers_num,genre_rank,kl_year,kl_genre,width,affinity,strength,static_influence,yanse
855405,Kate & Anna McGarrigle,1970,Folk,12,32,0.075026148,0.058891518,0.515074821,0.510563163,22.41550701,1.042061558,
390390,Ohio Players,1950,R&B,27,53.5,0.154271514,0.341795397,0.460982667,0.51474266,32.10153928,1.041414752,
214162,Vince Gill,1970,Country,29,27,0.598644197,1,0.299506681,0.517714064,34.84632176,1.039852016,
477523,Mighty Sparrow,1950,International,7,18,0.039755403,0.010309644,0.527210845,0.51129651,16.34530374,1.03851771,
127369,Ahmad Jamal,1950,Jazz,19,32.5,0.277153623,0.488111536,0.42093862,0.521911252,26.92903407,1.037754268,
605375,Alan Jackson,1990,Country,27,31,0.309571084,1,0.333031167,0.519883051,33.33382161,1.036560842,
31067,Solomon Burke,1950,R&B,26,57.5,0.328355651,0.002967368,0.483480248,0.512429777,31.50145759,1.029223803,
852007,Roy Orbison,1950,Pop/Rock,47,95,0.038816583,0.404334653,0.466323288,0.507469149,42.35385099,1.028318978,
308762,Penguin Cafe Orchestra,1970,New Age,4,10,0.143841036,0.143841036,0.492603989,0.508459111,12.94159901,1.025042559,
233862,Mahavishnu Orchestra,1970,Jazz,15,42,0.049856756,0.058891518,0.518735823,0.510215721,25.06129871,1.023479163,
536122,George Duke,1960,Jazz,16,39,0.362708221,0.032269261,0.474034372,0.506971135,26.59075349,1.023272745,
246768,Derrick Morgan,1950,Reggae,10,26.5,0.070240344,0.020410997,0.521297396,0.517012443,19.53637466,1.022839732,
51740,JosÃ© Carreras,1970,Classical,3,8.5,0,0.058891518,0.525867624,0.505959701,11.20775351,1.022825315,
597309,Tina Turner,1950,R&B,27,53.5,0.455264715,0.058891518,0.4552694,0.511864662,32.10153928,1.022757271,
115733,J.B. Lenoir,1950,Blues,12,29,0.202732554,0,0.503984224,0.510401139,21.40102618,1.02226661,
806336,Los Tigres del Norte,1970,Latin,8,21,0.173286795,0.032269261,0.504121456,0.506767958,18.30218484,1.020322865,
144847,Eagles,1970,Pop/Rock,42,111.5,0.164299029,0.078399844,0.499011426,0.514448296,41.9355737,1.019523821,
242511,"Johnny ""Guitar"" Watson",1950,Blues,12,29,0.252561901,0.014085438,0.494225679,0.518964879,21.40102618,1.019292608,
685647,Yes,1960,Pop/Rock,43,107.5,0.070328619,0.366714244,0.468374492,0.517308606,43.59180784,1.01869362,
17748,Patti LaBelle,1950,R&B,26,57.5,0.289817981,0.119774793,0.473914151,0.514479716,31.50145759,1.012895544,
131681,Pat Boone,1950,Vocal,14,29.5,0.216979287,0.197656368,0.473894647,0.501114633,23.11575023,1.010685122,
892771,The O'Jays,1960,R&B,24,63.5,0.236115402,0.143841036,0.478804768,0.513194254,32.56688897,1.004221841,
645612,Can,1960,Pop/Rock,51,82.5,0.460656046,0.620457471,0.375056062,0.51212065,47.47399074,1.003915696,
260206,Van Halen,1970,Pop/Rock,54,75.5,0.431166753,0.780617905,0.354125711,0.517349565,47.55047104,1.002588908,
219243,VinÃ­cius de Moraes,1950,Latin,9,19,0.449975572,0.058891518,0.456152717,0.516589868,18.53383234,1.001946608,
336783,Nick Drake,1960,Pop/Rock,60,65,0.739175378,0.830365603,0.306316249,0.511598345,51.49277272,1.000895568,
179379,Elvin Jones,1950,Jazz,15,42,0.087988515,0.058891518,0.513173736,0.528012158,23.92707467,1.000399127,
501407,MotÃ¶rhead,1970,Pop/Rock,55,73,0.244406047,1,0.340198185,0.523254575,47.98873349,0.999822451,
615119,Tom Waits,1970,Pop/Rock,48,93,0.133429861,0.592811833,0.42271,0.506296953,44.83101402,0.994912581,
858710,Marty Robbins,1940,Country,21,38,0.132029768,0.241621405,0.47964521,0.513098882,24.92041007,0.994911764,
762288,Big Mama Thornton,1940,Blues,13,25.5,0.210854744,0.02736245,0.498988102,0.512998631,19.60727379,0.993924782,
792953,Carl Perkins,1950,Pop/Rock,50,87,0.298690241,0.510825624,0.41439754,0.510967058,43.68466177,0.991697965,
620126,The Bothy Band,1970,Unknown,1,1.5,0,1,0.365529289,0.510794544,6.470799504,0.986462875,
196248,Don Williams,1960,Country,18,54.5,0.078131778,0.184548732,0.495980978,0.518719291,28.20375317,0.982892621,
681340,Yellowman,1980,Reggae,13,22,0.002967368,1,0.365237379,0.534859366,23.536887,0.980285334,
636106,Buckwheat Zydeco,1970,International,7,18,0.310818556,0.101470422,0.473138136,0.512097915,17.12012627,0.977713638,
487219,The Wonder Stuff,1980,Unknown,1,1.5,0,1,0.365529289,0.5,6.527957918,0.974145667,
750203,Slim Gaillard,1930,Vocal,16,24,0.434628739,0,0.466191986,0.50989154,20.04254118,0.972500367,
98081,Engelbert Humperdinck,1950,Vocal,13,32,0.345603869,0.002967368,0.48065271,0.51292697,22.27489428,0.970795138,
244406,Johnny Mercer,1930,Vocal,15,27,0.180668792,0.020410997,0.5046251,0.511163549,19.40610705,0.963352581,
41431,Angelo Badalamenti,1970,Stage & Screen,5,14,0.144621528,0.223143551,0.480662066,0.516809537,14.46914756,0.96061485,
893111,The Paragons,1960,Reggae,9,29,0.058891518,0.184548732,0.498685352,0.518753747,19.94306512,0.958033658,
134600,D'Angelo,1990,R&B,26,57.5,0.030524476,0.629348852,0.428930667,0.51753333,32.71070458,0.95759396,
626268,Buffy Sainte-Marie,1950,Folk,11,33.5,0.043800659,0.038645837,0.522550207,0.517045642,20.4899226,0.956477637,
96379,Boyz II Men,1980,R&B,26,57.5,0.521932621,0.237969182,0.420865879,0.516716169,33.28618481,0.954609752,
671156,Hazel Dickens,1950,Folk,11,33.5,0.0143549,0.115721177,0.515372078,0.522621741,20.4899226,0.953512241,
154544,Green Day,1980,Pop/Rock,65,56,0.900164855,1,0.262469038,0.516394221,52.6300793,0.953233867,
769444,BjÃ¶rk,1970,Pop/Rock,43,107.5,0.306814544,0.206260384,0.459095013,0.506891009,42.43186995,0.952368675,
409968,Reba McEntire,1970,Country,20,42.5,0.388737432,0.510825624,0.401844732,0.533235724,28.93829512,0.951165288,
64509,Bobby Womack,1960,R&B,23,67,0.294922065,0.048601164,0.482839744,0.505617358,31.88119346,0.95087221,
929776,Arvo PÃ¤rt,1950,Classical,3,8.5,0.058891518,0.058891518,0.517426314,0.5,10.70051309,0.949540855,
865016,New Edition,1980,R&B,24,63.5,0.409402197,0.143841036,0.451646932,0.522960361,31.98033192,0.947903092,
592954,Tim McGraw,1990,Country,22,35,0.3222184,0.875634054,0.352216382,0.528504749,30.08947188,0.946758012,
129430,Cluster,1970,Electronic,8,24,0.213300889,0,0.502326525,0.504267947,18.30218484,0.946334757,
236287,Maddy Prior,1970,International,6,20.5,0,0.058891518,0.525867624,0.510176523,15.85015701,0.939190176,
2130,Alfred Newman,1930,Stage & Screen,6,12,0.095894024,0,0.52036205,0.509249694,12.27349976,0.938888864,
76057,King Crimson,1960,Pop/Rock,50,87,0.14878496,0.936701729,0.361497485,0.513941471,47.00625528,0.936299888,
315336,Perry Como,1930,Vocal,15,27,0.25258931,0.020410997,0.493370643,0.507180631,19.40610705,0.934528401,
135152,Jodeci,1990,R&B,27,53.5,0.295963752,0.646678183,0.393034105,0.521618624,33.33382161,0.934311172,
79392,Keith Green,1960,Religious,5,17.5,0.020410997,0.223143551,0.498014868,0.527827141,14.8646831,0.934051146,
19701,Television,1970,Pop/Rock,50,87,0.063999344,0.936701729,0.370508403,0.513430646,45.75546209,0.933175158,
954817,Marcos Valle,1960,Latin,7,25.5,0.039755403,0.101470422,0.513919313,0.516672068,17.58813023,0.92482488,
72205,Billy Joe Shaver,1960,Country,18,54.5,0.277758702,0.184548732,0.466640242,0.518466958,28.20375317,0.924297816,
748773,Amos Milburn,1940,Blues,12,29,0.082286693,0.058891518,0.514011279,0.513728064,18.83805932,0.923725859,
259270,Arrow,1970,International,6,20.5,0.130812036,0.058891518,0.506818587,0.519900946,15.85015701,0.92242227,
194703,The Flying Burrito Brothers,1960,Pop/Rock,37,131.5,0.052257448,0.153056188,0.504409087,0.51851713,40.43630975,0.92226271,
587608,Ryuichi Sakamoto,1970,Electronic,8,24,0.213300889,0.143841036,0.482261837,0.508377763,18.30218484,0.915939437,
38466,Andy Williams,1940,Vocal,13,32,0.155068856,0.002967368,0.510969106,0.516824968,19.60727379,0.915335598,
422405,The Replacements,1970,Pop/Rock,58,69.5,0.573198523,1,0.302554816,0.511353471,49.28014083,0.914544447,
240252,Juan Gabriel,1960,Latin,10,17.5,0.121777274,1,0.353226895,0.515024399,21.02183644,0.914183118,
515628,Tom T. Hall,1960,Country,16,66.5,0.01613463,0.007874178,0.530989997,0.527177501,26.59075349,0.912773511,
185948,Carmen McRae,1940,Vocal,13,32,0.244237592,0.002967368,0.497039132,0.529081806,19.60727379,0.911497819,
162487,Dixie Chicks,1980,Country,19,48,0.623727213,0.072937385,0.424853282,0.521654507,28.45470887,0.910239063,
198901,Webb Pierce,1950,Country,20,42.5,0.284858571,0.510825624,0.416293312,0.515894185,27.628606,0.910174313,
933172,Allen Toussaint,1950,R&B,22,71.5,0.137474021,0.004149401,0.513497491,0.516154104,28.97712644,0.908280533,
29867,Shirley Bassey,1950,Vocal,12,36,0.265561161,0.014085438,0.492156177,0.517012769,21.40102618,0.907585518,
182900,Fleetwood Mac,1960,Pop/Rock,47,95,0.30765544,0.71559946,0.380314705,0.507173512,45.57425538,0.901898077,
299882,Karen Dalton,1960,Folk,10,37,0.049856756,0.087176694,0.514592158,0.507123904,21.02183644,0.901876429,
233066,Lou Reed,1950,Pop/Rock,58,69.5,0.468604959,1,0.314904212,0.506578457,47.04982063,0.900307269,
305541,Percy Faith,1950,Easy Listening,3,9.5,0.058891518,0.058891518,0.517426314,0.5,10.70051309,0.89817573,
926548,Iggy Pop,1960,Pop/Rock,50,87,0.183892614,1,0.346704711,0.513618382,47.00625528,0.89742121,
487186,Suicide,1970,Pop/Rock,42,111.5,0.220084917,0.434344525,0.437287743,0.513460516,41.9355737,0.89170153,
629609,David Allan Coe,1960,Country,17,61,0.13254514,0.164444304,0.491210521,0.51636026,27.40912133,0.890124318,
393257,Newsboys,1980,Religious,5,17.5,0.144621528,0.223143551,0.480662066,0.530006887,14.59695766,0.888924109,
796439,Carlos Vives,1980,Latin,7,25.5,0.018995644,0.101470422,0.516859035,0.502717817,17.27135322,0.888694854,
94658,Commissioned,1980,Religious,5,17.5,0.223143551,0.020410997,0.498014868,0.511404839,14.59695766,0.888690354,
105354,Cheap Trick,1970,Pop/Rock,56,71,0.600360436,1,0.299300529,0.51562225,48.42302952,0.886873988,
891575,The Orb,1980,Electronic,8,24,0.383576097,0.143841036,0.455789637,0.515749675,18.46385324,0.885972268,
686577,Willie ColÃ³n,1960,Latin,7,25.5,0.213042198,0.101470422,0.488340961,0.520199862,17.58813023,0.88479563,
61226,Babyface,1970,R&B,24,63.5,0.095894024,0.592811833,0.42736983,0.520110556,31.70031402,0.884252366,
52151,Augustus Pablo,1970,Reggae,8,31.5,0.017372,0.032269261,0.527288951,0.513867861,18.30218484,0.883583887,
162269,Faith Hill,1990,Country,17,61,0.001733104,0.271231354,0.492894661,0.527630502,26.45012236,0.880738084,
31441,Paul Winter,1960,New Age,3,13,0,0.058891518,0.525867624,0.520598702,11.51413402,0.874257,
177060,Janis Joplin,1960,Pop/Rock,35,142,0.025565819,0.134540323,0.510960572,0.511873309,39.32825479,0.863197902,
85448,The Heptones,1960,Reggae,11,25,0.566874792,0.553455546,0.369927203,0.52883695,22.04788806,0.862650844,
221803,UNKLE,1990,Electronic,8,24,0.143841036,0.413339287,0.451012659,0.514722942,18.14463425,0.859814679,
13384,Tanya Tucker,1970,Country,19,48,0.04808094,0.80610592,0.395615008,0.529301855,28.20556112,0.852491976,
691807,Stephen Sondheim,1950,Stage & Screen,4,15.5,0,0,0.534446645,0.508203629,12.35588823,0.852413343,
341422,Ray Barretto,1950,Latin,7,25.5,0.213042198,0.010309644,0.500970959,0.52444151,16.34530374,0.850418139,
792370,Clint Black,1980,Country,23,33,0.611326554,1,0.297981659,0.52296868,31.30698636,0.849277284,
806247,Charlie Daniels,1950,Country,18,54.5,0.195928888,0.293893332,0.462548343,0.517024543,26.21079706,0.849083235,
140499,Cocteau Twins,1970,Pop/Rock,40,118.5,0.430791669,0.180126383,0.443308644,0.50932486,40.92492943,0.848847822,
389979,Ralph Stanley,1940,Country,20,42.5,0.448340188,0.223143551,0.43464801,0.523393671,24.31983,0.848657068,
816896,Johnnie Ray,1950,Vocal,11,40.5,0.115721177,0.004149401,0.51679817,0.509195848,20.4899226,0.847263754,
16944,Alpha Blondy,1980,Reggae,9,29,0.100034864,0.464356626,0.448461271,0.518712161,19.58387375,0.845962235,
1431398,Will Ackerman,1970,New Age,3,13,0,0.058891518,0.525867624,0.51639782,11.20775351,0.844126877,
286561,Robert Earl Keen,1980,Folk,10,37,0.20539538,0.223143551,0.471842659,0.524917456,20.64321549,0.840552224,
219021,Luiz BonfÃ¡,1950,Latin,7,25.5,0.15415068,0.010309644,0.510096901,0.508403256,16.34530374,0.839428893,
960674,Wynonie Harris,1940,R&B,23,67,0.167057996,0.00857981,0.5083527,0.51818753,26.08011218,0.839313378,
151431,Roger Miller,1950,Country,16,66.5,0.01613463,0,0.532118909,0.520233933,24.71177646,0.838881298,
847735,Marlene Dietrich,1930,Vocal,14,29.5,0.356883234,0.010309644,0.47784618,0.507390141,18.74808056,0.836904581,
31685,Paul Simon,1950,Pop/Rock,50,87,0.734162151,0.510825624,0.350914047,0.507924812,43.68466177,0.834775189,
962064,Junior Wells,1950,Blues,9,35.5,0.088337277,0.00621126,0.52062115,0.515030967,18.53383234,0.83407711,
66570,Keith Jarrett,1960,Jazz,13,55.5,0.155068856,0.080042708,0.500167835,0.515339397,23.96858129,0.829287161,
170369,Lynyrd Skynyrd,1960,Pop/Rock,39,124,0.622248983,0.016372996,0.43184218,0.513758249,41.51480059,0.827134206,
240865,Jeff Beck,1960,Pop/Rock,45,101.5,0.476654187,0.695374356,0.361419375,0.516384336,44.59404929,0.82609193,
639697,Cachao,1930,Latin,8,21,0.071920518,0,0.523939077,0.508629365,14.17221678,0.824157774,
492162,The Prodigy,1990,Electronic,7,27.5,0.15415068,0.101470422,0.497236829,0.511624063,16.97275119,0.823379686,
138063,Barrington Levy,1970,Reggae,12,24,0.252561901,1,0.339310109,0.527918333,22.41550701,0.819608566,
232480,John Williams,1950,Stage & Screen,6,12,0.095894024,1,0.355896275,0.526527787,15.13281074,0.818603723,
87985,The Hollies,1960,Pop/Rock,45,101.5,0.075494151,1,0.357979657,0.515532576,44.59404929,0.816880162,
608945,Brandy,1990,R&B,22,71.5,0.53175462,0.070915098,0.440864431,0.520143843,30.08947188,0.815999829,
81561,Keith Whitley,1970,Country,21,38,0.359988864,1,0.327377989,0.517630823,29.65292853,0.815164763,
71336,The Four Freshmen,1940,Vocal,12,36,0.058891518,0.143841036,0.504862621,0.513035007,18.83805932,0.813214526,
573410,Maria BethÃ¢nia,1960,International,5,24.5,0.049856756,0.020410997,0.524290901,0.515503563,14.8646831,0.8116646,
607028,Arthur Lyman,1940,Easy Listening,3,9.5,0.058891518,0.058891518,0.517426314,0.512480696,9.419029659,0.810345797,
799053,Donovan,1960,Pop/Rock,38,127.5,0.165581848,0.488111536,0.43597887,0.510906533,40.9791033,0.808377572,
788568,The Dillards,1960,Country,16,66.5,0.332192537,0.007874178,0.482213312,0.513512864,26.59075349,0.807440156,
68780,Kenny Burrell,1950,Jazz,13,55.5,0.053702579,0.080042708,0.515088577,0.524234475,22.27489428,0.807377527,
245489,Deuter,1970,New Age,3,13,0.058891518,0.058891518,0.517426314,0.5,11.20775351,0.804202484,
662800,Hank Snow,1930,Country,19,48,0.238615953,0.001386963,0.498143172,0.510243317,21.84085289,0.801272949,
384675,Mary Wells,1960,R&B,20,78.5,0.265618311,0.223143551,0.46290125,0.515075243,29.72936619,0.800036593,
903609,Jim Reeves,1930,Country,20,42.5,0.239278182,0.336672277,0.449802006,0.516201315,22.40824226,0.798093586,
105618,Ladysmith Black Mambazo,1970,International,5,24.5,0.020410997,0.020410997,0.528567761,0.515236927,14.46914756,0.796099875,
75825,The Coasters,1950,R&B,22,71.5,0.492493608,0.004149401,0.455832911,0.509357027,28.97712644,0.795665036,
572579,Anita Baker,1970,R&B,21,75.5,0.258622587,0.356883234,0.443939503,0.5243118,29.65292853,0.794342023,
578141,The Spinners,1950,R&B,19,83.5,0.04808094,0.001386963,0.527262649,0.510299328,26.92903407,0.79292031,
44703,Sweet Honey in the Rock,1970,Religious,4,20.5,0,0,0.534446645,0.518444716,12.94159901,0.791986569,
939567,Buffalo Springfield,1960,Pop/Rock,37,131.5,0.225544244,0.476369771,0.429853364,0.520347492,40.43630975,0.788719237,
422947,Minor Threat,1980,Pop/Rock,47,95,0.324636248,1,0.331351575,0.518314525,44.75342473,0.788582057,
868092,McCoy Tyner,1960,Jazz,14,49,0.356883234,0.356883234,0.429624757,0.516178562,24.87337231,0.787999411,
958533,Dave Brubeck,1940,Jazz,14,49,0.010309644,0.010309644,0.531480013,0.509648823,20.34742962,0.787352984,
762652,Big Youth,1970,Reggae,8,31.5,0.056633012,0.413339287,0.462529146,0.520832964,18.30218484,0.785570612,
757335,John Adams,1960,Classical,2,11.5,0,0,0.534446645,0.530183938,9.401251056,0.785538821,
747445,Patti Smith,1970,Pop/Rock,45,101.5,0.118183356,1,0.353599266,0.513800022,43.40744268,0.78277447,
1528006,Olivier Messiaen,1930,Classical,3,8.5,0,0.058891518,0.525867624,0.5,8.678674908,0.7826911,
690718,Yolanda Adams,1980,Religious,4,20.5,0,0.143841036,0.513098967,0.527769581,13.05591584,0.780864909,
320761,Ricky Skaggs,1970,Country,18,54.5,0.032551389,0.780617905,0.401888352,0.521294545,27.45327725,0.779084466,
746068,Steeleye Span,1970,Folk,9,41,0.195928888,0.00621126,0.504203038,0.508776884,19.41239851,0.777714327,
251375,Johnny Paycheck,1950,Country,16,66.5,0.071920518,0.143841036,0.503011107,0.509998876,24.71177646,0.777391769,
887719,Nusrat Fateh Ali Khan,1970,International,5,24.5,0.049856756,0.020410997,0.524290901,0.506676953,14.46914756,0.776539183,
952794,Harry Belafonte,1940,Vocal,12,36,0.176392425,0.143841036,0.487792098,0.506827083,18.83805932,0.77621045,
1608941,M/A/R/R/S,1980,Electronic,7,27.5,0.15415068,0.356883234,0.458620925,0.513586789,17.27135322,0.775760618,
368367,Nancy Wilson,1950,Vocal,10,45.5,0.049856756,0.087176694,0.514592158,0.519890592,19.53637466,0.774842439,
138520,The Damned,1970,Pop/Rock,45,101.5,0.186392247,1,0.346438881,0.517611424,43.40744268,0.772612373,
271113,JosÃ© Feliciano,1960,Vocal,10,45.5,0.239278182,0.087176694,0.486310542,0.508981463,21.02183644,0.771401722,
128585,Jackie Mittoo,1960,Reggae,7,36,0.114889668,0.010309644,0.516063525,0.509664231,17.58813023,0.771002421,
329468,Jerry Butler,1950,R&B,24,63.5,0.320233461,0.592811833,0.398486363,0.509334344,30.26562148,0.770866474,
612716,Tom Petty,1970,Pop/Rock,39,124,0.403381799,0.402515247,0.416001042,0.510239528,40.41012995,0.77027876,
295756,Santana,1960,Pop/Rock,32,160.5,0.114395277,0.075774949,0.506846097,0.507272372,37.60500423,0.763177292,
819894,Johnny Otis,1940,Blues,10,32.5,0.223143551,0,0.500776743,0.504587237,17.19671671,0.762226896,
112017,Jo Stafford,1930,Vocal,12,36,0.058891518,0.058891518,0.517426314,0.508594387,17.35734982,0.761293707,
418981,The Shirelles,1950,R&B,20,78.5,0.295064069,0.087176694,0.477584055,0.51010694,27.628606,0.759687877,
131581,"Crosby, Stills & Nash",1960,Pop/Rock,33,154,0.039213374,0.33253917,0.478040126,0.515857075,38.18806232,0.758858854,
737886,Enrique Iglesias,1990,Latin,6,31,0.058891518,0,0.525867624,0.510793674,15.7137142,0.758088565,
894827,"Oscar Brown, Jr.",1960,Vocal,10,45.5,0.295064069,0.087176694,0.477584055,0.509106436,21.02183644,0.75774549,
669015,Malvina Reynolds,1960,Folk,8,45.5,0.071920518,0,0.523939077,0.518568391,18.80250211,0.757350261,
793988,Eddie Cochran,1950,Pop/Rock,43,107.5,0.096668748,0.864693312,0.379852335,0.51003832,40.51148873,0.756992502,
394806,Randy Newman,1960,Pop/Rock,35,142,0.100591967,0.452060098,0.450421391,0.50893553,39.32825479,0.756558093,
84053,The Jam,1970,Pop/Rock,43,107.5,0.051235374,1,0.360433333,0.512634592,42.43186995,0.756172355,
614339,Albert Ayler,1960,Jazz,12,58,0.304098831,0.014085438,0.485965645,0.514521106,23.02826803,0.756059618,
232564,John Lennon,1950,Pop/Rock,40,118.5,0.117901228,0.640967173,0.416437339,0.505142933,39.07274932,0.755055266,
32366,Steve Goodman,1960,Folk,9,41,0.189703554,0.184548732,0.479862492,0.505197591,19.94306512,0.755054073,
170770,Erykah Badu,1990,R&B,19,83.5,0.054067221,0.315691293,0.478780845,0.514715588,27.96275936,0.754120723,
107139,Bootsy Collins,1970,R&B,17,89.5,0.077996622,0.015818542,0.520802709,0.512980836,26.67978984,0.753434082,
179730,Charlie Rich,1950,Country,15,71.5,0.052962386,0.020410997,0.523836541,0.507782873,23.92707467,0.75268008,
131841,James Cotton,1950,Blues,9,35.5,0.449975572,0.00621126,0.462818878,0.521711738,18.53383234,0.751091291,
38936,Simon & Garfunkel,1950,Pop/Rock,46,98,0.585709767,0.705588014,0.345058263,0.512907976,41.9008556,0.749103347,
42234,Steven Halpern,1970,New Age,4,10,0.056633012,1,0.359889636,0.508185594,12.94159901,0.748479014,
443997,Sylvia Telles,1950,Latin,6,31,0.058891518,0,0.525867624,0.522961127,15.13281074,0.747454214,
130689,Jackson Browne,1960,Pop/Rock,34,148,0.07160443,0.439467473,0.456265456,0.511970906,38.76235112,0.744289898,
160690,En Vogue,1990,R&B,22,71.5,0.779901445,0.004149401,0.405140861,0.515704377,30.08947188,0.743478489,
137474,Laura Nyro,1960,Pop/Rock,32,160.5,0.054022105,0.247660719,0.489583206,0.511551494,37.60500423,0.743402458,
69986,Kenny Rogers,1950,Country,19,48,0.243770775,0.80610592,0.373152191,0.512320431,26.92903407,0.74306675,
692100,Youssou N'Dour,1970,International,5,24.5,0.048727503,0.223143551,0.494140741,0.514186014,14.46914756,0.742729759,
346637,Roy Eldridge,1930,Jazz,17,36.5,0.020973364,0.753771802,0.407979549,0.532285966,20.65937857,0.742598779,
838559,Pentangle,1960,Folk,8,45.5,0.071920518,0.032269261,0.519358293,0.512711872,18.80250211,0.742250317,
287092,Sam Kinison,1980,Comedy/Spoken,4,11.5,0.143841036,1,0.350928764,0.548020109,13.05591584,0.74041274,
806877,Ruth Brown,1940,R&B,22,71.5,0.40650888,0.016808305,0.468785879,0.523211025,25.50685289,0.739869739,
542549,Gerry Mulligan,1940,Jazz,14,49,0.111675921,0.101470422,0.503524978,0.505186446,20.34742962,0.739408135,
852842,Planxty,1970,International,5,24.5,0.144621528,0.223143551,0.480662066,0.525362743,14.46914756,0.738174473,
6613,Ali Farka TourÃ©,1970,International,5,24.5,0.048727503,0.223143551,0.494140741,0.510141807,14.46914756,0.736887995,
392299,Michael Franks,1970,Vocal,9,52,0.039261012,0.00621126,0.527868018,0.518494711,19.41239851,0.736795911,
798326,Freddie Hubbard,1950,Jazz,14,49,0.010309644,0.66343547,0.425281962,0.523902557,23.11575023,0.735762137,
164594,Ben E. King,1950,R&B,20,78.5,0.183492294,0.336672277,0.457711598,0.514802249,27.628606,0.734778597,
949259,"Harry Connick, Jr.",1970,Vocal,9,52,0.039261012,0.00621126,0.527868018,0.515954723,19.41239851,0.733186514,
815236,Delbert McClinton,1970,Blues,8,41,0.173286795,0.032269261,0.504121456,0.508782998,18.30218484,0.733126268,
60679,Big Joe Williams,1930,Blues,10,32.5,0.121777274,0.020410997,0.513610739,0.51241772,15.84502005,0.731491608,
784527,Barney Kessel,1940,Jazz,14,49,0.039755403,0.356883234,0.474007831,0.530049577,20.34742962,0.730320555,
67561,Bob Newhart,1950,Comedy/Spoken,4,11.5,0.056633012,1,0.359889636,0.556062871,12.35588823,0.729152364,
793227,Ben Webster,1930,Jazz,19,32.5,0.286245534,0.80610592,0.368050453,0.51681192,21.84085289,0.728731918,
789775,Clifford Brown,1950,Jazz,15,42,0.079302515,1,0.357592101,0.551672227,23.92707467,0.728339724,
55304,The Flamingos,1950,R&B,20,78.5,0.480954904,0.04715534,0.452443165,0.514131918,27.628606,0.725375265,
273531,Liza Minnelli,1940,Vocal,11,40.5,0.262667843,0.004149401,0.493944579,0.517100554,18.03606865,0.723881694,
303050,Rufus Thomas,1930,R&B,23,67,0.316674909,0.00857981,0.484650983,0.50766496,24.0301627,0.722313275,
151290,BÃ©la Fleck,1970,Jazz,11,62.5,0.145166936,0.004149401,0.512323168,0.518758169,21.46121405,0.721478214,
791483,Dwight Yoakam,1970,Country,17,61,0.44058106,0.439467473,0.40506466,0.520683997,26.67978984,0.720470282,
19241,Patty Loveless,1970,Country,18,54.5,0.384743193,0.780617905,0.360029771,0.537244602,27.45327725,0.71929397,
903009,Joe Cuba,1950,Latin,6,31,0.058891518,0.058891518,0.517426314,0.509642458,15.13281074,0.716725516,
790227,Tal Farlow,1940,Jazz,14,49,0.183596439,0.356883234,0.454541792,0.541529682,20.34742962,0.715496644,
7920,Alice in Chains,1980,Pop/Rock,44,104.5,0.386342364,1,0.324387353,0.520205656,43.30157412,0.714799965,
639053,HÃ¼sker DÃ¼,1970,Pop/Rock,49,91,0.675228798,1,0.290243294,0.517893101,45.29559653,0.713736009,
573978,Marcia Griffiths,1960,Reggae,7,36,0.310818556,0.010309644,0.485374941,0.501587775,17.58813023,0.713662236,
309328,Percy Mayfield,1940,R&B,22,71.5,0.44228409,0.004149401,0.464378311,0.508851241,25.50685289,0.712798246,
185615,Gary Stewart,1960,Country,13,80.5,0.155068856,0.002967368,0.510969106,0.52154369,23.96858129,0.711917595,
145128,Echo & the Bunnymen,1970,Pop/Rock,40,118.5,0.004298429,1,0.365106309,0.516454705,40.92492943,0.708892431,
94224,Ike & Tina Turner,1960,R&B,19,83.5,0.576939194,0.012623391,0.440212907,0.507496946,28.97660183,0.70843567,
110541,Chick Corea,1960,Jazz,11,62.5,0.161301566,0.115721177,0.49411545,0.513884281,22.04788806,0.708142652,
208404,Dexter Gordon,1940,Jazz,17,36.5,0.003615438,1,0.365173573,0.522403575,22.42177539,0.707993135,
477116,Moby,1980,Electronic,6,31,0.293893332,0.058891518,0.481616084,0.511573907,15.99016596,0.707589681,
292559,Roberto Menescal,1950,Latin,6,31,0.23104906,0,0.49952788,0.520617063,15.13281074,0.706833108,
300534,Little Milton,1950,Blues,8,41,0.152527036,0.032269261,0.507293515,0.509554207,17.47386471,0.705418333,
961427,Hans Zimmer,1970,Stage & Screen,3,18,0.058891518,0.058891518,0.517426314,0.51571168,11.20775351,0.704916696,
100854,Jimmy Witherspoon,1940,Blues,9,35.5,0.174416048,0.00621126,0.507542557,0.506626347,16.31423793,0.704065153,
181694,Carmen Miranda,1930,Vocal,11,40.5,0.043800659,0.115721177,0.511220178,0.526937403,16.61839723,0.703442555,
78242,Ibrahim Ferrer,1930,Latin,7,25.5,0.111675921,0.010309644,0.516547681,0.518274051,13.2568949,0.702815942,
686897,Linda Ronstadt,1960,Pop/Rock,31,167.5,0.352144829,0.013179466,0.478253281,0.513800542,37.01276242,0.702743132,
199995,Genesis,1960,Pop/Rock,37,131.5,0.148005511,0.793523111,0.386548994,0.515088501,40.43630975,0.702093642,
158849,Squarepusher,1990,Electronic,6,31,0,0.293893332,0.489473184,0.508173719,15.7137142,0.702003227,
607804,Alan Lomax,1930,Folk,10,37,0.020410997,0.020410997,0.528567761,0.509784144,15.84502005,0.701905952,
